date_only,09:15:00,09:20:00,09:25:00,09:30:00,09:35:00,09:40:00,09:45:00,09:50:00,09:55:00,10:00:00,10:05:00,10:10:00,10:15:00,10:20:00,10:25:00,10:30:00,10:35:00,10:40:00,10:45:00,10:50:00,10:55:00,11:00:00,11:05:00,11:10:00,11:15:00,11:20:00,11:25:00,11:30:00,11:35:00,11:40:00,11:45:00,11:50:00,11:55:00,12:00:00,12:05:00,12:10:00,12:15:00,12:20:00,12:25:00,12:30:00,12:35:00,12:40:00,12:45:00,12:50:00,12:55:00,13:00:00,13:05:00,13:10:00,13:15:00,13:20:00,13:25:00,13:30:00,13:35:00,13:40:00,13:45:00,13:50:00,13:55:00,14:00:00,14:05:00,14:10:00,14:15:00,14:20:00,14:25:00,14:30:00,14:35:00,14:40:00,14:45:00,14:50:00,14:55:00,15:00:00,15:05:00,15:10:00,15:15:00,15:20:00,15:25:00
2015-01-13,0.0,-0.001592957788114007,-0.0020065834627809747,-0.0025283554602608623,-0.0028343484248102247,-0.0017907574177347908,-0.0014850835693484498,-0.0007123253532850239,-0.0010776637295565926,-0.0018806792757007662,-0.0017787684475873292,-0.0018626942572207833,-0.002162486803025987,-0.002468367817697191,-0.002000587665834578,-0.0017368081839507867,-0.0013832130466944427,-0.001335277567839819,-0.0013412693770365918,-0.0014850835693484498,-0.001592957788114007,-0.0018327199452039678,-0.0017128316809224525,-0.002132503503721373,-0.0020545511325807037,-0.0020665434095545527,-0.0027863433362616498,-0.0031044199954174878,-0.0025463524547632696,-0.002276431539951976,-0.0026243431739071663,-0.0016708741838607705,-0.001497069019012666,-0.001688855752753366,-0.0018147357892448796,-0.0018806792757007662,-0.001592957788114007,-0.0015510053202538886,-0.0015629915600508216,-0.002354401209789863,-0.002570348951275749,-0.003248487995762853,-0.0030564019406198015,-0.0029363668902409133,-0.0026903400720767706,-0.0025283554602608623,-0.001976604837538558,-0.0018087411424645098,-0.00010172970426382776,4.1885693947401925e-05,-0.0004129671749789175,-0.00031120580530302993,-0.000718313431022416,-0.0002992345602334676,-0.00037106418040538843,8.975291029826909e-05,2.393489708123713e-05,-0.00039500853372933994,-0.0003171914815795336,-0.00041895346039918705,-0.0015450122542313319,-0.0019885961797896723,-0.003080410679801835,-0.004540023811164272,-0.0058753623554521905,-0.006206465262249513,-0.008798873975275234,-0.008738509008668866,-0.008647968390576855,-0.008503120450483867,-0.0067967022776085,-0.006061970511974113,-0.005767025210150362,-0.00560454149577623,-0.005592506715260653
2015-01-20,0.0,0.0002445785109209349,7.570926481185738e-05,0.0004483482518194399,0.000884857927439657,0.0011001325343040092,0.001297911592473296,0.0013502583256129218,0.0008615822208754693,0.0011932099049355882,0.0010652262866639544,0.0016352091444486686,0.0019433298720745932,0.0015421729067669095,0.0014782054719845847,0.0014258654362069023,0.0014723900477347273,0.0016177655091943297,0.002175810969502446,0.0022978419132145215,0.0022745990720085965,0.002210678472992683,0.002309463131234498,0.002268788277295138,0.001739864566567043,0.0016293946331727579,0.0019142659343158036,0.001553802909848976,0.0015654327776756442,0.001571247660869076,0.0018968271661900756,0.0020944487331582664,0.0026289937144822694,0.0027045042090245506,0.002251355690560448,0.0023385155854426833,0.002530240617475647,0.003273553737494637,0.003650806010560673,0.004085920321953272,0.004312104964980624,0.00457882111100581,0.005129422874670408,0.003917698570484265,0.003732041721824114,0.004277310657325891,0.004636793469801304,0.004654184522105641,0.0047643208303896996,0.00421351794881059,0.004793302053457377,0.005343785768695143,0.005407506417392935,0.006709993193153006,0.006825687736548992,0.006727348227993762,0.007444426281435516,0.007380835298615641,0.008264965225062187,0.008519080155681832,0.008825087427185723,0.009932858670338772,0.009886726027449206,0.00945412896755399,0.010417122972805348,0.01147131607992532,0.012087187744833751,0.01248988930240285,0.012702680345278073,0.013541900724357757,0.014179467195025565,0.013616591690520138,0.012754433482823629,0.012484137564659185,0.012932673791478633
2015-01-27,0.0,-0.0030413425653256225,-0.0025385162755609566,-0.002256140476678957,-0.003165675687829614,-0.0021262743797349185,-0.0021827358278731428,-0.0020698161193118377,-0.0019061051872900359,-0.0019173947359902468,-0.0018101491689394705,-0.001985134704855791,-0.0016690541016712319,-0.001527978939412424,-0.0016521240313264066,-0.002041588184380997,-0.0018157933857338084,-0.002250493773929889,-0.002386023441016769,-0.0025667582414295956,-0.0025950010049293976,-0.0026288933740658007,-0.002623244566105418,-0.0031091587157678615,-0.002826621758054511,-0.0027814232518574653,-0.0030413425653256225,-0.003227848046583999,-0.003222195854240034,-0.004036440658939541,-0.003917655323697992,-0.004381563817582989,-0.004562659674378391,-0.004715484817241689,-0.004370246415379347,-0.004568319448383586,-0.0037423313273323897,-0.0036744722254214253,-0.00350484461416315,-0.0034878834354739206,-0.00421747402048806,-0.0036461989586414768,-0.003714056141915976,-0.0038893751805985813,-0.003985530930362312,-0.0037479864603551156,-0.0031769794655522724,-0.002448147344338029,-0.002386023441016769,-0.0024312040788620898,-0.0026514889250027172,-0.0012853762058387464,-0.0011556361089155658,-0.0017819285628155287,-0.0025046269693283366,-0.0024594430141431523,-0.002770123944504863,-0.0023916709091156042,-0.0025159232771302747,-0.0025046269693283366,-0.001629551050055222,-0.001161276632694797,-0.0001803040381720441,0.00028165999318695214,0.0012499649722957566,0.0014975203640787034,0.0026725722943291537,0.0027456160560030726,0.0026725722943291537,0.004154877549993177,0.004777463996036903,0.005646193435863718,0.004676530359816656,0.0043175726793160465,0.004098769643252238
2015-02-03,0.0,-0.0004867391966421928,-0.001443929096325782,-0.0011606413704215624,-0.0007924872626193908,-0.001188966531947704,-0.001761306653596008,-0.0016649492468960056,-0.002265917617762962,-0.003247519750569215,-0.003082906492018482,-0.0032872580455175215,-0.003395127092599207,-0.004292594364043525,-0.004235768756136265,-0.0042130394171046096,-0.0035030077766674927,-0.0029523704142152612,-0.003395127092599207,-0.0037017658234734232,-0.003798319702032342,-0.0036336157570006087,-0.004161900293106566,-4.5268071870950266e-05,-0.0010020352909446487,-0.0012909437571225495,-0.001613940260801805,-0.003122638245925334,-0.0034746169945846974,-0.004110763784184793,-0.004667724385096249,-0.008797760703951026,-0.010037247361089545,-0.008997574021887965,-0.009191716625949897,-0.009728660059865495,-0.010751935373031225,-0.010488870783439033,-0.010140130959820132,-0.009854369317375074,-0.009831511913289383,-0.008832011580205797,-0.008906225836798605,-0.009934374346305163,-0.010020101123688117,-0.010471716800712754,-0.010912095533533846,-0.011535820565413654,-0.011186715501275571,-0.010734776877144522,-0.010683303155897803,-0.010317344196397587,-0.008906225836798605,-0.008609401851241327,-0.00795327690151691,-0.004940634633432683,-0.004610877456804793,-0.006272139715181697,-0.005532195803317891,-0.006283527745223427,-0.00624936404415265,-0.006517010945459677,-0.006021635859528473,-0.005936251158707238,-0.006955651167825065,-0.008158626252821339,-0.00735458203839677,-0.006505620256208852,-0.006630924974665057,-0.006659405509645365,-0.00704682133700897,-0.007240585549365121,-0.008478142416781057,-0.009425879907362029,-0.009980094379688683
2015-02-10,0.0,0.00500791383760376,0.0031117141276923712,0.0021710325024041667,0.0034503765312280336,0.005747914395782196,0.00908567015190888,0.008795367422185533,0.007127397570361101,0.006661961972426341,0.005532380205108885,0.0062719929030897814,0.0066270455681140235,0.006900524778125265,0.006679419717409798,0.007057596039352342,0.007650753807629052,0.00869083780536558,0.008260990104240919,0.00792395323619076,0.008051808179120585,0.007883268689628813,0.008266800088699278,0.008272610039401914,0.01134135162511273,0.011376103813056145,0.011949340618974678,0.012932920698038496,0.012811471988282004,0.010883668478691724,0.010535921009397027,0.010448965243740092,0.009782053051354003,0.009346870572475364,0.007842582487767412,0.007080863757721133,0.0057828615091542745,0.004902987548225677,0.005794510275549927,0.005631415196582509,0.005753738999490789,0.005474119745883395,0.006970337273426903,0.006981972215484905,0.0065572091018111026,0.0063243856507814444,0.005235216369508686,0.004681440331526715,0.004803880387069198,0.004483172260783429,0.0041856964285012024,0.0034211860134737123,0.0032109891282848663,0.002176877977275778,0.0033044154208471226,0.0029481808745932337,0.0007905439646703464,3.514856125593138e-05,-0.003056787592638523,-0.003797454344110478,-0.003579900064930025,-0.0035857792880494388,-0.003403539442272647,-0.0019409454565989268,0.001311375785807771,0.001381579552268847,0.0031584330027103263,0.005182766524660767,0.005235216369508686,0.005235216369508686,0.005136142130769474,0.004039842614602795,0.0035904791566302666,0.00463479255720022,0.005165282631696782
2015-02-24,0.0,-0.0011972635409646928,-0.0008094212510275481,-0.0009862130506296523,-0.0005699467254110292,-0.0003704284189446583,-0.00014815490191888534,5.12792754920548e-05,-0.0009234768989017487,-0.0014254763503989602,-0.0018135576925522453,-0.001431182337976992,-0.0009291800227877126,-0.00031913014512020816,2.2791113745763702e-05,0.0002051013264711869,0.00021079798509603695,-0.0007866116824123882,-0.0008436365794979677,-0.0010546569779689994,-0.001893475491430356,-0.0024530789869959962,-0.0032073259471967247,-0.0027215714036982284,-0.0028758443356755913,-0.003041571406428818,-0.002384539282489445,-0.0016194981955848162,-0.0006782733359488823,-0.000763802634062115,-0.0012885424151030406,-0.0006326607012409986,-0.0008322313399307738,-0.0010603608500424119,-0.0017621853371471003,-0.0012657219154472953,-0.001071768691793079,-0.001100288865539888,-0.000763802634062115,-0.0005984525904946773,-0.0008037188100975194,-0.0013398904434927812,-0.0017850171692883772,-0.002053330252302582,-0.0026244488034784285,-0.0026930049538488846,-0.0027101447258331686,-0.0023902507451094277,-0.000279233306939462,0.00037598697021438477,0.0005012845521350158,0.001497411125491725,0.0008827759603939246,0.00048419944266190804,0.001315336383307277,0.002827826081372512,0.0018955840857074766,0.002105982905975848,0.0028732790773007616,0.002157154304586627,5.12792754920548e-05,-0.0007923140257905881,-0.0007523983049786583,-0.0022075001192510216,-0.002316004275352033,-0.003950701363124227,-0.0027958479926085194,-0.0018192658949537637,-0.0020133641663757852,-0.0019791087925607404,-0.0015453089273136406,-0.0003362292773398509,-7.407470722501935e-05,-0.0008493392480617997,-0.0014711251626817942
2015-03-03,0.0,-0.0018426288911298893,-0.0019711811967248146,-0.0013900327416464452,-0.0001896898019524456,-0.00011715709943588428,6.13625270396419e-05,-0.0004910358164205876,-0.0009767288177535386,-0.0006975660808156977,-0.00046871077497890885,-0.0002845481979681734,0.0005075222149901654,0.0003904245637796263,0.0007472508210571502,0.0007305274342365137,0.0001561881177486965,-6.694523324547165e-05,6.694075188122165e-05,-5.020850477344752e-05,-0.00032919055687784075,-0.000485454509334321,-0.00030128884901243125,-0.0011330939977803206,-0.0011889446308617753,-0.0021500640736385104,-0.0019879501071654215,-0.0018090962247209947,-0.0017867417384539856,-0.0012559695082872086,-0.0012447983834106707,-0.0014458977271640215,-0.0005245243131252181,-0.0003347709918725976,-0.00021200861503878557,0.0001840762861948804,0.00040157731181697146,0.0004183062006566312,0.00034023565830540567,0.0003458123277511837,0.00046291520276066063,0.00019523133580719244,0.0012153921414057522,0.0019561679847732347,0.0023068703672988558,0.0019004896274932032,0.0021064840663716734,0.001638759814694946,0.002134317898396355,0.0017055909602615828,0.0016721759457787382,0.00234026418054161,0.0030746460809909786,0.002907788454654228,0.002234513279473023,0.001326822066027299,0.0009200427771856445,0.00168331440800265,0.0021732839617435783,0.0021398845718358784,0.0021844168438240976,0.0021287511939690274,0.0030190299656511657,0.0026407583287315563,0.002546168057548767,0.003747356043286379,0.003241475870505205,0.0033026398204921187,0.003374919665844566,0.004675064309484745,0.005052567353422335,0.004425167737598109,0.0036361955273870993,0.003652870392529462,0.004130764998081839
2015-03-10,0.0,-0.0015634096920562172,-0.0014834681635314735,-0.0008555784231700818,-0.0015120179758183856,-0.0015748304321201595,-0.0014720484668385204,-0.002208886096029356,-0.0018775275802258818,-0.0017575800143035745,-0.0016719119892703083,-0.0032036209440331627,-0.003094952334570057,-0.002283171173619876,-0.0021346065363015854,-0.0011523498941958567,1.7104104130218284e-05,5.7014005489914225e-06,0.0001425252628441153,0.00022233053801508083,0.0007466068208238445,0.0009345954850915512,-9.692878307805119e-05,-0.0007813993148260176,-0.00042769770978311303,-0.00045051339328499874,-0.00024519097934073123,-0.0002622995704201742,9.121850829857988e-05,-0.00035355033328295657,-0.001249390442950737,-0.0016376468340744375,-0.0018603913327779227,-0.0016376468340744375,-0.001791849279345566,-0.0015519890824238665,-0.0018261197188101084,-0.0019232256757657073,-0.0008498721425523733,-0.0005018505845242829,-0.000593123210215978,-0.001129518192376722,-0.0012436819146947804,-0.0006615831469171138,-0.0008042230697911215,-0.001129518192376722,-0.0007813993148260176,-0.0014549191663130732,-0.003432435570862386,-0.003609802924863616,-0.003277979955092794,-0.002986295532690198,-0.0031063905794858552,-0.0039474599886809665,-0.005287766168581057,-0.007278627227822157,-0.007606035621017663,-0.006991515114312546,-0.006807806613258983,-0.006658568302359799,-0.006205250033617371,-0.0069341025822892,-0.007135060866896616,-0.007502631915625994,-0.009227424505762081,-0.007755415407912144,-0.007830113670063072,-0.008772940495488412,-0.008335910224186612,-0.009014539189729697,-0.005711997828357885,-0.00445129602361512,-0.005729200205726766,-0.005282034540598156,-0.004961115793323737
2015-03-17,0.0,-0.0006733212543357659,-0.0015026471866270478,-0.001589074871196765,-0.0017907685222762213,-0.0017850052819518682,-0.0011166947000751796,-0.00020712748770890656,0.0005291309722578989,0.0030903047690458685,0.003646463959577958,0.004523076510020297,0.0035776775242358245,0.004339796251082076,0.004202314008988325,0.0038986404156571017,0.0032910164359419795,0.0030845695580043278,0.0034114241020422255,0.003480221973921914,0.003755366139735128,0.0041507532948039565,0.003743903310823483,0.0038757179109142814,0.0043283401194739385,0.0043283401194739385,0.00505554416660318,0.00529592052846259,0.004586071341601498,0.004173669495986012,0.0035490151129798117,0.0035203518801666532,0.0027231849347155164,0.0025912183163407055,0.000920047907388605,-0.000529411100074767,-0.00043156402346580087,4.0269807716901864e-05,-0.0003855216529663336,-0.0006215112129626186,0.00026460048357687747,4.6022505012959484e-05,-0.00030495260524897707,-0.0005006315542715308,-0.0013586176430381472,-0.002655630947753002,-0.0031633652520731896,-0.003752198225259238,-0.003752198225259238,-0.004595641371736982,-0.0030017854630449824,-0.003071030747180337,-0.003509695596958947,-0.004624539013402498,-0.0056654106638269214,-0.004589861943611504,-0.004196939170993268,-0.0039543286809430485,-0.003729100203026198,-0.00327302355115218,-0.003330743275729651,-0.003937001612307251,-0.004052521074577155,-0.004300933116328372,-0.004231602617814262,-0.003885022207690652,-0.003908123831735905,-0.004029416114518659,-0.001560264813027223,0.0014716706114562507,0.003887179228965734,0.0052158014944263436,0.00567925849133872,0.005839415903537341,0.004700597233167529
2015-03-24,0.0,0.0005374773746259245,0.0015532214944616281,0.0007185188306938056,0.0014715331122543546,0.001576559806636056,0.0024396946725488648,0.0024280356522560446,0.0028301933209653697,0.00303995052776852,0.0025912495677705132,0.003022472440919438,0.003173939045735447,0.0029875153507440176,0.002643705526633826,0.0018390782938203054,0.0017107445325316116,0.0020198842807406213,0.0026087351931298017,0.003517566649984709,0.003779576147872142,0.0033195583795804966,0.003546682206719849,0.0032205395397091044,0.0039076446996501035,0.004379028510816442,0.004239382397115215,0.0054490013402213365,0.005193242403249102,0.004954862686490033,0.004809481307262469,0.004745506803988116,0.004157913157527499,0.0037562891943866746,0.0031215108941363267,0.003453509441051632,0.003639846292032349,0.003179764226243326,0.0037097136605062095,0.004088077097649519,0.0037853978015127353,0.003162288582920738,0.002993341617301637,0.00293507742412755,0.003162288582920738,0.003074905785042598,0.0037853978015127353,0.003552505216342249,0.002725298215973945,0.001168060685064109,0.0009228810897833746,0.0007243583320004923,-0.00026300178700590176,0.0006017216430374464,0.000560839404320232,0.002072370218895146,0.004233563385823546,0.00704021169245266,0.007486921277740578,0.007614515944456647,0.008200082612877772,0.007075027401304055,0.0064539652490086,0.007753691561113044,0.0073593103285479545,0.006297187666720174,0.002305607731541415,0.0004265002796005475,0.001278955518937644,-3.5062908705779566e-05,-0.0005026858728379725,-0.0008067581040303197,-0.0009120354221293095,-0.0009120354221293095,-0.00042083606718541924
